contig_1	0.0611795490250000018050968719762749969959
contig_10	0.0000000000000000000000000000000000000000
contig_2	0.0026620510605243749222004190357893094188
contig_3	0.0001283121099662754796989078132085637662
contig_4	0.0000050911957438070724451259843612582756
contig_5	0.0000003759417057176234199338785320343437
contig_6	0.0000000368574245094247189636514009779961
contig_7	0.0000000017494207309918301777097013782920
contig_8	0.0000000001262299864663851265591953942495
contig_9	0.0000000000056679109357347864398917419882
Mean	0.00639754180716833
